"","ID","Baboons.3-6","Baboons.6-9","Baboons.birth-3","Baboons.gest","Baboons.peri_concpt","Banded.Mongoose.3-6","Banded.Mongoose.6-9","Banded.Mongoose.birth-3","Banded.Mongoose.gest","Banded.Mongoose.peri_concpt","BB.Jackal.3-6","BB.Jackal.6-9","BB.Jackal.birth-3","BB.Jackal.gest","BB.Jackal.peri_concpt","BE.Fox.3-6","BE.Fox.6-9","BE.Fox.birth-3","BE.Fox.gest","BE.Fox.peri_concpt","Buffalo.3-6","Buffalo.6-9","Buffalo.birth-3","Buffalo.gest","Buffalo.peri_concpt","Bushbuck.3-6","Bushbuck.6-9","Bushbuck.birth-3","Bushbuck.gest","Bushbuck.peri_concpt","Cattle.3-6","Cattle.6-9","Cattle.birth-3","Cattle.gest","Cattle.peri_concpt","Cheetah.3-6","Cheetah.6-9","Cheetah.birth-3","Cheetah.gest","Cheetah.peri_concpt","Eland.3-6","Eland.6-9","Eland.birth-3","Eland.gest","Eland.peri_concpt","Elephant.3-6","Elephant.6-9","Elephant.birth-3","Elephant.gest","Elephant.peri_concpt","Giraffe.3-6","Giraffe.6-9","Giraffe.birth-3","Giraffe.gest","Giraffe.peri_concpt","Gnu.3-6","Gnu.6-9","Gnu.birth-3","Gnu.gest","Gnu.peri_concpt","Grants.3-6","Grants.6-9","Grants.birth-3","Grants.gest","Grants.peri_concpt","Hartebeast.3-6","Hartebeast.6-9","Hartebeast.birth-3","Hartebeast.gest","Hartebeast.peri_concpt","Hippo.3-6","Hippo.6-9","Hippo.birth-3","Hippo.gest","Hippo.peri_concpt","Impala.3-6","Impala.6-9","Impala.birth-3","Impala.gest","Impala.peri_concpt","Lion.3-6","Lion.6-9","Lion.birth-3","Lion.gest","Lion.peri_concpt","Oribi.3-6","Oribi.6-9","Oribi.birth-3","Oribi.gest","Oribi.peri_concpt","Ostrich.3-6","Ostrich.6-9","Ostrich.birth-3","Ostrich.gest","Ostrich.peri_concpt","Other.3-6","Other.6-9","Other.birth-3","Other.gest","Other.peri_concpt","Reedbuck.3-6","Reedbuck.6-9","Reedbuck.birth-3","Reedbuck.gest","Reedbuck.peri_concpt","Shoats.3-6","Shoats.6-9","Shoats.birth-3","Shoats.gest","Shoats.peri_concpt","Slender.Mongoose.3-6","Slender.Mongoose.6-9","Slender.Mongoose.birth-3","Slender.Mongoose.gest","Slender.Mongoose.peri_concpt","Spotted.Hyena.3-6","Spotted.Hyena.6-9","Spotted.Hyena.birth-3","Spotted.Hyena.gest","Spotted.Hyena.peri_concpt","SS.Jackal.3-6","SS.Jackal.6-9","SS.Jackal.birth-3","SS.Jackal.gest","SS.Jackal.peri_concpt","Thomsons.3-6","Thomsons.6-9","Thomsons.birth-3","Thomsons.gest","Thomsons.peri_concpt","Topi.3-6","Topi.6-9","Topi.birth-3","Topi.gest","Topi.peri_concpt","total.3-6","total.6-9","total.birth-3","total.gest","total.peri_concpt","Warthog.3-6","Warthog.6-9","Warthog.birth-3","Warthog.gest","Warthog.peri_concpt","Waterbuck.3-6","Waterbuck.6-9","Waterbuck.birth-3","Waterbuck.gest","Waterbuck.peri_concpt","Zebra.3-6","Zebra.6-9","Zebra.birth-3","Zebra.gest","Zebra.peri_concpt","num.transects.3-6","num.transects.6-9","num.transects.birth-3","num.transects.gest","num.transects.peri_concpt","lastUpdated","sampleID","eartag","Name","PrevID","Sex","AgeClass","Status","FirstSeen","DenGrad","Disappeared","Mom","Birthdate","NumberLittermates","Litrank","ArrivedDen","LeaveDen","Fate","MortalitySource","DeathDate","Weaned","Clan","park","miscNotes"
"59","bn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104166666666667,0.15625,42.0833333333333,550.416666666667,0,NA,NA,NA,NA,NA,3.33333333333333,2.03125,1.5625,1.25,3.4375,NA,NA,NA,NA,NA,8.02083333333333,2.34375,0.520833333333333,8.22916666666667,26.0416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.60416666666667,3.28125,2.70833333333333,2.60416666666667,15.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7708333333333,53.75,30.1041666666667,59.1666666666667,173.020833333333,31.5625,15.9375,29.0625,32.5,42.9166666666667,126.145833333333,78.28125,125.729166666667,750.104166666667,305.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,0.78125,19.6875,95.9375,45.2083333333333,12,8,12,12,12,"23-May-16",NA,"","bonnie","","f","c","resident",1990-11-02,"10-Jun-91",1991-06-13,"sr",1990-09-30,1,2,"10/28/90","","k","","6/13/91","","talek","tk","dengrad calced by pat"
"60","bncl",NA,NA,0,0,0,NA,NA,0,2.75,NA,NA,NA,0.104166666666667,0.25,NA,NA,NA,0,0,NA,NA,NA,0.9375,0,0.0961538461538462,NA,NA,0,0,0,NA,NA,0,0,39.8076923076923,NA,NA,0.208333333333333,0.25,NA,NA,NA,0,0,0,NA,NA,0,0,2.5,NA,NA,0,0.234375,0,NA,NA,35.4166666666667,195.078125,6.640625,NA,NA,4.27083333333333,1.953125,2.40384615384615,NA,NA,0,1.40625,0.3125,NA,NA,0,0,0,NA,NA,4.89583333333333,11.328125,19.375,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0.104166666666667,0.15625,0,NA,NA,0,0,3.55769230769231,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0.125,NA,NA,NA,0,0,NA,NA,NA,146.145833333333,76.015625,75,NA,NA,22.5,20.234375,49.296875,NA,NA,232.916666666667,334.375,193.515625,NA,NA,1.35416666666667,2.421875,0,NA,NA,0,0.078125,0,NA,NA,16.9791666666667,23.359375,3.59375,NA,NA,12,16,16,"01-Feb-16",NA,"","barnacle","dan marino = cub","m","c","resident",2012-12-01,"29-Jul-13",NA,"amaz",2012-11-03,1,NA,"","","a","","","9/23/13","talek","tk",""
"61","bnd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,49.5833333333333,178.4375,NA,NA,NA,NA,NA,0.625,1.35416666666667,0,0,0.104166666666667,NA,NA,NA,NA,NA,7.39583333333333,9.79166666666667,1.25,9.89583333333333,23.5416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3541666666667,2.70833333333333,7.96875,2.8125,9.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.104166666667,104.791666666667,133.4375,92.8125,217.1875,24.7916666666667,3.33333333333333,12.96875,15.9375,12.8125,249.375,191.5625,169.0625,186.5625,484.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104166666666667,19.5833333333333,13.4375,15.5208333333333,42.6041666666667,12,12,8,12,12,"21-Jul-16",NA,"","brando","","f","c","resident",2002-01-21,"",2002-12-08,"csn",2001-11-05,NA,NA,"","","k","","","9/19/02","talek","tk","dengrad calced by pat"
"62","bnt",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277777777777778,16,0.15625,0,0,0,0,0,0,0,9.65277777777778,0,0,0,0,NA,NA,NA,NA,NA,0,0,0.3125,0,0.666666666666667,0,3.25,0,0,0,0,0.125,0,0,0,0.0694444444444444,0,30.46875,145.625,0,2.70833333333333,1.5,2.5,2.32142857142857,1.33333333333333,2.70833333333333,0.673076923076923,0,0,0.5,0,0,0,0,0,7.91666666666667,7.98076923076923,8.671875,5.53571428571429,2.83333333333333,NA,NA,NA,NA,NA,0,0,0,0,0,0.277777777777778,0,1.40625,0.446428571428571,1.16666666666667,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.958333333333,43.8461538461538,145.859375,88.5714285714286,96.75,41.9117647058824,22.7884615384615,28.125,8.30357142857143,14.0833333333333,226.041666666667,92.3076923076923,229.140625,258.392857142857,121.416666666667,1.17647058823529,0.480769230769231,0.625,0.892857142857143,0.5,0,0,0,0,0,2.77777777777778,0.480769230769231,11.015625,6.69642857142857,3.58333333333333,18,13,16,14,15,"01-Feb-16",NA,"","bonnet","bucket=cubname","f","c","resident",2012-02-04,"21-Jul-12",NA,"mono",2011-09-25,0,NA,"","","a","","","9/20/12","talek","",""
"63","boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.03125,0,164.166666666667,46.0416666666667,0.208333333333333,NA,NA,NA,NA,NA,0,0.625,0,0.9375,3.85416666666667,NA,NA,NA,NA,NA,3.4375,4.375,19.4791666666667,12.6041666666667,18.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53125,14.0625,3.02083333333333,9.0625,9.79166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.71875,241.666666666667,91.6666666666667,252.708333333333,244.791666666667,10.625,29.0625,14.375,15.7291666666667,15.9375,164.6875,289.895833333333,304.0625,377.916666666667,293.645833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.34375,0.104166666666667,11.3541666666667,40.8333333333333,0.625,8,12,12,12,12,"23-Feb-16",705,"705","balboa","","m","c","resident",2001-08-18,"23-Jan-02",2004-07-29,"ali",2001-07-19,0,NA,"","","d","","","11/8/02","talek","tk","talek west. dengrad calced by pat"
"64","boba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,167.5,1.96428571428571,0,NA,NA,NA,NA,NA,0,0,0.0892857142857143,3.21428571428571,3.02083333333333,NA,NA,NA,NA,NA,11.75,1.25,12.4107142857143,22.0535714285714,5.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.375,9.16666666666667,4.01785714285714,11.9642857142857,9.79166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,144.583333333333,123.303571428571,301.607142857143,192.1875,18.75,17.8125,6.51785714285714,18.125,16.6666666666667,209.75,181.770833333333,351.428571428571,380.982142857143,230.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.875,8.95833333333333,37.5892857142857,22.0535714285714,3.33333333333333,10,12,14,14,12,"19-Jan-15",982,"","bobafett","","f","c","resident",2001-07-25,"",2001-12-30,"sein",2001-06-01,1,2,"","","k","humans (poison)","12/30/01","","talek","tk","dengrad calced by pat"
"65","bora",0,0,0,0.238095238095238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.80555555555556,0.178571428571429,0.333333333333333,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.666666666666667,0,0,0,0,0,0,0.555555555555556,0,0,0,0,0,0.119047619047619,0.25,0,156.826923076923,0.694444444444444,177.202380952381,243.666666666667,1.33333333333333,1.53846153846154,3.61111111111111,4.10714285714286,3.25,0.5,0,0,0.119047619047619,1.41666666666667,0,0,0,0,0,2.83333333333333,5.38461538461539,3.19444444444444,9.82142857142857,4.41666666666667,NA,NA,NA,NA,NA,0,0,0,0,0,1.16666666666667,0.480769230769231,0.138888888888889,0.714285714285714,0.75,0,0,0,6.60714285714286,6.83333333333333,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.75,89.6153846153846,99.1666666666667,97.8571428571429,81.8333333333333,14.0833333333333,7.98076923076923,42.9166666666667,21.0714285714286,27.5,121.416666666667,265.096153846154,167.777777777778,331.25,392.166666666667,0.5,0.576923076923077,0.833333333333333,2.02380952380952,2.25,0,0,0,0,0,3.58333333333333,2.69230769230769,14.8611111111111,11.1904761904762,19.6666666666667,15,13,9,21,15,"01-Feb-16",636,"","borana","","f","c","resident",2011-04-23,"06-Dec-11",NA,"art",2010-12-23,0,NA,"","","a","","","4/11/12","talek","",""
"66","bows",0,0,0,0,0.277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.147058823529412,0,1.80555555555556,0.208333333333333,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.294117647058824,0.555555555555556,0,0,0,0,0,0.555555555555556,0,0,0,0,0,0.138888888888889,192.875,35.1470588235294,0,0.833333333333333,211.875,1.75,2.42647058823529,2.08333333333333,1.80555555555556,5.76388888888889,0,0,0.416666666666667,0,0.138888888888889,0,0,0,0,0,7,6.98529411764706,2.56944444444444,7.91666666666667,8.19444444444444,NA,NA,NA,NA,NA,0,0,0,0,0,0.625,0.367647058823529,1.04166666666667,0,0.833333333333333,0,0,0,1.11111111111111,9.16666666666667,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5,119.852941176471,107.013888888889,97.9166666666667,84.6527777777778,10.25,21.4705882352941,18.1944444444444,47.3611111111111,11.0416666666667,317.875,201.617647058824,136.805555555556,179.305555555556,342.638888888889,0.625,0.955882352941177,0.416666666666667,1.80555555555556,1.94444444444444,0,0,0,0,0,3.25,13.9705882352941,4.51388888888889,18.1944444444444,8.40277777777778,10,17,18,9,18,"21-Jan-16",NA,"","bowser","","u","c","resident",2012-04-10,"",2012-04-10,"cart",2011-03-10,1,NA,"","","k","","","","talek","","no wean date - not enough data to calculate (Kay)"
"67","brb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.375,930.104166666667,2.5,0.9375,177.8125,NA,NA,NA,NA,NA,1,0,4.27083333333333,0.625,0.104166666666667,NA,NA,NA,NA,NA,9,0,3.4375,2.29166666666667,3.64583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.125,0.520833333333333,9.27083333333333,5.9375,3.85416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,11.5625,155.833333333333,140.520833333333,53.0208333333333,18,10.1041666666667,30.4166666666667,23.4375,16.5625,208.75,979.0625,205.729166666667,175.729166666667,278.541666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,26.7708333333333,0,1.97916666666667,23.5416666666667,10,12,12,12,12,"",NA,"","bourbon","","u","c","resident",NA,"",1998-01-22,"ua",1998-01-20,NA,NA,"","","","","","","talek","tk","dengrad calced by pat"
"68","brgr",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.921875,0.0961538461538462,0.416666666666667,0,0,0,0,0,0,0,10.859375,39.8076923076923,0,0,0,NA,NA,NA,NA,NA,0,0,0.277777777777778,0,0.769230769230769,0,2.5,0,0,0,0.078125,0,0,0,0,0.078125,6.640625,18.8194444444444,109.553571428571,50.2884615384615,1.25,2.40384615384615,2.70833333333333,3.75,1.44230769230769,2.03125,0.3125,1.11111111111111,0,0,0,0,0,0,0,5.859375,19.375,10.2083333333333,6.42857142857143,1.82692307692308,NA,NA,NA,NA,NA,0,0,0,0,0,0.3125,0,1.25,0.178571428571429,1.63461538461538,0,3.55769230769231,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.921875,75,175.763888888889,81.7857142857143,113.846153846154,38.4166666666667,49.296875,36.9444444444444,15.8035714285714,15.0961538461538,196.40625,193.515625,249.722222222222,233.125,189.326923076923,1.5625,0,0.147058823529412,1.07142857142857,0.480769230769231,0,0,0,0,0,3.515625,3.59375,2.08333333333333,14.5535714285714,3.94230769230769,16,16,18,14,13,"23-Feb-16",NA,"","burger","burg","f","c","resident",2012-03-08,"19-Sep-12",NA,"cen",2011-10-30,1,1,"","","a","","","12/11/12","talek","","mom is either Centaur or Alfredo; wean date is calculated using dates nursing from ALFE"
"69","brgy",NA,NA,0,0,0,NA,NA,0,1.71875,0,NA,NA,0,0.078125,2.5,NA,NA,0,0,0,NA,NA,0.208333333333333,0.703125,0,NA,NA,0,0,0,NA,NA,0,0,32.34375,NA,NA,0.416666666666667,0.15625,0,NA,NA,0,0,0,NA,NA,0,0,0.78125,NA,NA,0,0,0.234375,NA,NA,1.04166666666667,68.046875,134.671052631579,NA,NA,3.54166666666667,3.125,2.03125,NA,NA,0,0.46875,0.855263157894737,NA,NA,0,0,0,NA,NA,8.33333333333333,11.71875,12.7631578947368,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0.078125,0.15625,NA,NA,0,0,2.890625,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0.078125,0,NA,NA,0,0,0,NA,NA,109.375,120.78125,87.0394736842105,NA,NA,14.7916666666667,26.640625,43.4210526315789,NA,NA,158.333333333333,258.28125,323.552631578947,NA,NA,1.875,2.109375,0.855263157894737,NA,NA,0,0.078125,0,NA,NA,18.75,22.5,11.4473684210526,NA,NA,6,16,19,"03-Feb-15",NA,"","burgandy","tiny tim = cub name","u","c","resident",2012-12-27,"",2013-04-30,"mos",2012-12-06,1,NA,"","","k","","","","talek","tk",""
"70","brn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,221.041666666667,34.2708333333333,675.208333333333,342.8125,NA,NA,NA,NA,NA,2.70833333333333,0,0,0,0.833333333333333,NA,NA,NA,NA,NA,3.02083333333333,3.33333333333333,5.20833333333333,0,7.39583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02083333333333,3.125,2.60416666666667,3.75,4.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.0625,62.8125,31.875,12.3958333333333,98.2291666666667,26.3541666666667,27.8125,42.0833333333333,28.3333333333333,15.625,179.166666666667,378.541666666667,146.979166666667,775.3125,493.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375,60.4166666666667,30.9375,55.625,23.8541666666667,12,12,12,12,12,"07-Mar-17",260,"","brandy","","m","c","resident",1998-12-17,"20-Jun-99",2001-06-08,"ua",1998-11-20,1,1,"11/25/98","","d","","","2/1/00","talek","tk","talek west. dengrad calced by pat"
"71","bsl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4375,242.8125,0.208333333333333,0.138888888888889,22.0833333333333,NA,NA,NA,NA,NA,0.520833333333333,0,0,0.138888888888889,0,NA,NA,NA,NA,NA,1.25,0,3.54166666666667,2.63888888888889,2.70833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,3.75,1.66666666666667,5.41666666666667,5.20833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3958333333333,8.75,33.6458333333333,100.416666666667,59.8958333333333,2.29166666666667,8.4375,5.52083333333333,10.4166666666667,11.5625,58.4375,297.395833333333,47.1875,119.166666666667,114.166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.125,33.6458333333333,2.60416666666667,0,12.7083333333333,12,12,12,9,12,"10-Mar-17",750,"","basil","","f","c","resident",2003-07-28,"14-Dec-03",2006-07-19,"whh",2003-02-20,NA,NA,"","","k","","","1/27/04","talek","",""
"72","bsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.895833333333,0,49.1666666666667,0.520833333333333,113.541666666667,NA,NA,NA,NA,NA,0,0.3125,0,2.70833333333333,0,NA,NA,NA,NA,NA,0.520833333333333,5.625,5.83333333333333,0.416666666666667,5.20833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9375,9.6875,5.72916666666667,6.875,4.79166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2083333333333,56.4583333333333,79.6875,136.25,14.2708333333333,4.375,13.8541666666667,36.1458333333333,25.2083333333333,55.3125,233.541666666667,92.7083333333333,238.645833333333,174.375,269.166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6041666666667,6.77083333333333,62.0833333333333,2.39583333333333,76.0416666666667,12,12,12,12,12,"10-Mar-17",302,"","bean sprout","","f","c","resident",1999-05-01,"06-Dec-99",2001-05-08,"mp",1999-04-24,1,2,"","","k","","","3/2/00","talek","tk","talek west. dengrad calced by pat"
"73","buar",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1875,0.333333333333333,2.08333333333333,0.166666666666667,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.75,0.15625,0,0,0,0,0,0.0625,0.25,0.208333333333333,0,0.703125,6,243.666666666667,0.0694444444444444,25.0833333333333,54.765625,6.875,3.25,4.79166666666667,2.41666666666667,1.71875,3.5625,1.41666666666667,4.09722222222222,0.583333333333333,1.015625,NA,0,NA,NA,NA,26.25,4.41666666666667,7.98611111111111,5.5,6.09375,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.875,0.75,0.138888888888889,0.25,0.390625,12.9375,6.83333333333333,7.29166666666667,5.16666666666667,4.84375,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.5,81.8333333333333,139.097222222222,77.6666666666667,92.96875,40.5,27.5,21.1111111111111,7.75,8.59375,435.8125,392.166666666667,192.638888888889,142.583333333333,200.546875,2.9375,2.25,0,1.58333333333333,1.875,0,0,0.0694444444444444,0,0,12.125,19.6666666666667,5.69444444444444,15.6666666666667,27.421875,20,15,18,15,16,"01-Feb-16",845,"","buenos aires","","f","c","resident",2010-01-30,"03-Aug-10",NA,"hel",2009-12-18,1,2,"","","a","","","6/27/10","talek","",""
"74","bud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.625,93.125,1.875,0,NA,NA,NA,NA,NA,3.95833333333333,4.89583333333333,7.60416666666667,7.08333333333333,9.27083333333333,NA,NA,NA,NA,NA,1.5625,22.1875,1.875,6.97916666666667,8.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91666666666667,3.22916666666667,2.91666666666667,2.08333333333333,0.729166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5416666666667,141.458333333333,41.1458333333333,142.083333333333,131.770833333333,16.5625,34.1666666666667,26.5625,65.1041666666667,47.8125,82.1875,207.916666666667,207.916666666667,225.208333333333,198.020833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8125,1.35416666666667,34.6875,0,0,12,12,12,12,12,"",18,"","bud","","m","c","resident",1989-08-11,"13-Mar-90",1992-07-18,"bsh",1989-07-13,1,2,"8/25/89","12/4/89","d","","","5/21/90","talek","tk","dengrad calced by pat"
"75","but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,0.125,582.395833333333,0.208333333333333,51.5625,NA,NA,NA,NA,NA,0,0,1.5625,1.35416666666667,0.104166666666667,NA,NA,NA,NA,NA,3.25,2.25,13.5416666666667,3.4375,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.75,7.60416666666667,6.45833333333333,3.85416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.25,197.875,102.083333333333,167.708333333333,72.9166666666667,17.125,35.25,50.2083333333333,20.5208333333333,19.0625,72,239.75,812.1875,209.6875,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.375,1.5,54.7916666666667,10,64.0625,10,10,12,12,12,"26-Mar-08",NA,"","butch","","f","c","resident",1992-07-06,"",1992-08-24,"23s",1992-06-05,1,1,"7/6/92","","k","","8/24/92","","talek","tk","dengrad calced by pat"
